Capacity (MW),Status,Start Year,Latitude,Longitude
30.0,Operating,2015.0,-7.4104,-40.7109
29.0,Operating,2015.0,-7.4778,-40.7674
29.0,Operating,2015.0,-7.4588,-40.7237
30.0,Operating,2015.0,-7.4517,-40.7441
24.0,Operating,2015.0,-33.6565,-53.3936
22.0,Operating,2015.0,-33.6594,-53.4003
22.0,Operating,2015.0,-33.6647,-53.4164
30.0,Operating,2015.0,-33.6681,-53.4218
22.0,Operating,2015.0,-33.7228,-53.399
24.0,Operating,2015.0,-33.7174,-53.4167
27.0,Operating,2014.0,-2.8856,-39.9721
101.0,Accounced,2024.0,-5.7077,-36.6313
101.0,Accounced,2024.0,-5.7077,-36.6313
101.0,Accounced,2024.0,-5.7077,-36.6313
305.0,Accounced,2024.0,-5.7077,-36.6313
22.0,Operating,2015.0,-32.3862,-52.327
27.0,Operating,2015.0,-32.4127,-52.3555
30.0,Operating,2015.0,-32.3689,-52.342
30.0,Operating,2015.0,-32.4145,-52.3729
1200.0,Accounced,-1.0,-2.9066,-38.9909
100.8,Construction,2024.0,-30.8213,-55.531
30.0,Operating,2017.0,-11.7965,-41.3934
30.0,Operating,2017.0,-11.7334,-41.373
30.0,Operating,2017.0,-11.6643,-41.362
30.0,Operating,2017.0,-13.9312,-41.5609
30.0,Operating,2017.0,-13.9701,-41.5502
30.0,Operating,2017.0,-14.0095,-41.5333
42.0,Operating,2021.0,-5.1526,-35.7646
42.0,Operating,2021.0,-5.1813,-35.7806
42.0,Operating,2021.0,-5.1319,-35.8098
42.0,Operating,2021.0,-5.1601,-35.7833
38.0,Operating,2021.0,-5.1458,-35.7989
28.0,Operating,2014.0,-13.9101,-42.6241
28.0,Operating,2014.0,-13.9185,-42.6205
23.0,Operating,2018.0,-5.1034,-35.9031
21.0,Operating,2018.0,-5.0924,-35.9073
27.0,Operating,2018.0,-5.0828,-35.9552
27.0,Operating,2018.0,-5.0575,-36.0146
27.0,Operating,2018.0,-5.0681,-36.0145
27.0,Operating,2019.0,-5.0848,-35.9444
27.0,Operating,2018.0,-5.0619,-35.9048
28.0,Operating,2017.0,-10.0575,-40.9787
28.0,Operating,2017.0,-10.0369,-40.9586
28.0,Operating,2017.0,-10.0044,-40.9342
28.0,Operating,2017.0,-10.0229,-40.9284
30.0,Operating,2017.0,-10.0286,-40.9526
30.0,Operating,2017.0,-9.986,-40.9111
29.0,Operating,2019.0,-9.9698,-40.8816
28.0,Operating,2017.0,-2.6716,-42.6205
28.0,Operating,2017.0,-2.6278,-42.6643
28.0,Operating,2017.0,-2.661,-42.6328
28.0,Operating,2017.0,-2.6577,-42.6141
28.0,Operating,2017.0,-2.6401,-42.6373
28.0,Operating,2017.0,-2.6298,-42.648
28.0,Operating,2017.0,-2.6184,-42.658
28.0,Operating,2017.0,-2.6672,-42.6427
27.0,Operating,2018.0,-2.669,-42.595
27.0,Operating,2018.0,-2.6848,-42.571
30.0,Operating,2019.0,-2.7004,-42.5582
24.0,Operating,2019.0,-2.7058,-42.5336
27.0,Operating,2019.0,-2.6805,-42.6007
35.0,Operating,2019.0,-2.6974,-42.5898
35.0,Operating,2019.0,-2.7011,-42.571
30.0,Operating,2014.0,-2.8371,-41.7074
20.0,Operating,2014.0,-2.8401,-41.727
20.0,Operating,2014.0,-2.8206,-41.7418
31.0,Operating,2016.0,-2.8437,-41.701
22.0,Operating,2016.0,-2.8159,-41.7832
22.0,Operating,2016.0,-2.8002,-41.7924
30.0,Operating,2014.0,-5.3655,-35.8621
30.0,Operating,2014.0,-5.3971,-35.8748
42.0,Operating,2012.0,-3.4368,-38.9853
33.0,Construction,2024.0,-6.9697,-36.7591
44.0,Operating,2023.0,-6.9689,-36.7932
44.0,Construction,2024.0,-6.9613,-36.7859
50.0,Operating,2023.0,-6.9731,-36.8014
49.0,Operating,2023.0,-6.9705,-36.7457
50.0,Operating,2023.0,-7.0019,-36.8001
20.0,Operating,2012.0,-5.4187,-35.954
20.0,Operating,2012.0,-5.4485,-35.9558
30.0,Operating,2013.0,-9.5175,-40.8864
18.0,Operating,2013.0,-9.4986,-40.879
28.0,Operating,2016.0,-6.1353,-36.722
20.0,Operating,2016.0,-6.0043,-36.4353
20.0,Operating,2016.0,-6.0565,-36.5804
30.0,Operating,2016.0,-6.1014,-36.5786
30.0,Operating,2016.0,-6.0248,-36.5119
25.0,Operating,2020.0,-5.1436,-37.022
38.0,Operating,2020.0,-5.1328,-37.0221
38.0,Operating,2020.0,-5.1396,-37.0624
29.0,Operating,2018.0,-5.4928,-36.0037
17.0,Operating,2018.0,-5.4948,-35.9875
20.0,Operating,2017.0,-5.9142,-36.3092
20.0,Operating,2017.0,-5.8876,-36.2893
31.0,Operating,2019.0,-5.5404,-35.9969
20.0,Operating,2018.0,-9.5029,-40.9142
42.0,Operating,2020.0,-5.1006,-37.0645
38.0,Operating,2020.0,-5.162,-37.0601
17.0,Operating,2020.0,-5.1775,-37.0776
38.0,Operating,2020.0,-5.0973,-37.1053
38.0,Operating,2020.0,-5.098,-37.0781
21.0,Operating,2022.0,-5.1718,-37.0928
34.0,Operating,2022.0,-5.1869,-37.1132
38.0,Operating,2022.0,-5.1877,-37.1357
38.0,Operating,2022.0,-5.1994,-37.1536
38.0,Operating,2022.0,-5.2252,-37.1547
38.0,Operating,2022.0,-5.2347,-37.1342
70.0,Operating,2011.0,-30.0791,-50.1721
27.0,Operating,2014.0,-3.2147,-39.3288
23.0,Operating,2018.0,-4.5921,-37.7139
27.0,Operating,2018.0,-4.6006,-37.6489
19.0,Operating,2018.0,-4.5945,-37.682
13.0,Operating,2018.0,-4.6566,-37.6123
17.0,Operating,2018.0,-4.6228,-37.6904
30.0,Operating,2015.0,-5.3919,-35.8331
29.0,Operating,2014.0,-3.3218,-39.2671
27.0,Operating,2014.0,-3.3189,-39.2397
25.0,Operating,2014.0,-3.3478,-39.2651
25.0,Operating,2014.0,-3.3218,-39.2671
29.0,Operating,2014.0,-3.3699,-39.2621
42.0,Operating,2021.0,-10.2651,-40.4306
42.0,Operating,2021.0,-10.2431,-40.4245
50.0,Operating,2020.0,-10.442,-40.4617
50.0,Operating,2020.0,-10.4286,-40.5069
50.0,Operating,2020.0,-10.4736,-40.524
29.0,Operating,2020.0,-10.387,-40.4589
42.0,Operating,2020.0,-10.2898,-40.4341
38.0,Operating,2021.0,-10.411,-40.4664
34.0,Operating,2020.0,-10.3227,-40.4367
42.0,Operating,2020.0,-10.3448,-40.4378
42.0,Operating,2020.0,-10.3678,-40.4422
34.0,Operating,2020.0,-10.3105,-40.4404
50.0,Operating,2021.0,-9.0365,-38.0999
50.0,Operating,2021.0,-9.0167,-38.0747
31.0,Operating,2015.0,-9.0625,-38.1186
31.0,Operating,2015.0,-9.0672,-38.1448
19.0,Operating,2015.0,-9.0187,-38.056
27.0,Operating,2020.0,-4.433,-37.8162
24.0,Operating,2020.0,-4.4274,-37.8709
30.0,Operating,2020.0,-4.4512,-37.8677
21.0,Operating,2020.0,-4.4393,-37.8394
21.0,Operating,2020.0,-4.4998,-37.8093
10.0,Operating,2019.0,-14.419,-42.6419
21.0,Operating,2021.0,-14.4127,-42.6498
10.0,Operating,2020.0,-14.3318,-42.6128
10.0,Operating,2020.0,-14.3202,-42.6103
10.0,Operating,2020.0,-14.2836,-42.5932
16.0,Operating,2019.0,-14.5031,-42.6514
19.0,Operating,2021.0,-14.4154,-42.6411
10.0,Operating,2020.0,-14.2702,-42.5755
16.0,Operating,2021.0,-14.4514,-42.6505
10.0,Operating,2019.0,-14.4815,-42.6409
16.0,Operating,2019.0,-14.4688,-42.6712
24.0,Operating,2020.0,-14.4088,-42.6486
28.0,Operating,2021.0,-5.2596,-35.4972
25.0,Operating,2021.0,-5.2418,-35.488
11.0,Operating,2021.0,-5.2424,-35.4615
18.0,Operating,2021.0,-5.2248,-35.4789
28.0,Operating,2010.0,-21.5653,-41.0728
20.0,Operating,2015.0,-33.4952,-53.2711
28.0,Operating,2015.0,-33.5913,-53.2716
20.0,Operating,2015.0,-33.5086,-53.2832
26.0,Operating,2015.0,-33.522,-53.279
30.0,Operating,2015.0,-33.5516,-53.2273
30.0,Operating,2015.0,-33.5357,-53.3012
18.0,Operating,2015.0,-33.5431,-53.2769
30.0,Operating,2015.0,-33.5668,-53.246
26.0,Operating,2015.0,-33.553,-53.3108
30.0,Operating,2015.0,-33.5767,-53.2953
71.0,Operating,2022.0,-4.7553,-37.3363
1680.0,Accounced,-1.0,-32.2001,-52.1436
30.0,Operating,2019.0,-2.887,-40.1195
18.0,Operating,2015.0,-33.6877,-53.381
20.0,Operating,2015.0,-33.6392,-53.3098
14.0,Operating,2015.0,-33.6531,-53.3044
16.0,Operating,2015.0,-33.6543,-53.3238
13.0,Operating,2015.0,-33.6341,-53.3538
18.0,Operating,2015.0,-33.618,-53.3574
18.0,Operating,2015.0,-33.6103,-53.3443
14.0,Operating,2016.0,-33.5621,-53.3529
13.0,Operating,2015.0,-33.5847,-53.3595
21.0,Operating,2015.0,-33.5957,-53.3681
17.0,Operating,2013.0,-3.0267,-39.6197
27.0,Operating,2014.0,-3.0812,-39.5949
38.0,Operating,2014.0,-3.0666,-39.5987
27.0,Operating,2016.0,-2.9226,-39.8407
27.0,Operating,2016.0,-2.9211,-39.8618
15.0,Operating,2016.0,-2.9476,-39.8369
21.0,Operating,2016.0,-2.9291,-39.8758
21.0,Operating,2016.0,-2.9665,-39.8795
24.0,Operating,2016.0,-2.9291,-39.8758
21.0,Operating,2016.0,-2.953,-39.8785
21.0,Operating,2016.0,-2.9799,-39.8935
30.0,Operating,2016.0,-2.9291,-39.8758
33.0,Operating,2017.0,-5.3387,-36.1129
33.0,Operating,2017.0,-5.3689,-36.0927
33.0,Operating,2018.0,-5.4115,-36.0834
50.0,Accounced,-1.0,-28.127,-52.2968
10.0,Operating,2022.0,-5.4199,-36.0166
24.0,Operating,2022.0,-5.4263,-36.0202
28.0,Operating,2022.0,-5.4345,-36.0127
28.0,Operating,2022.0,-5.4509,-36.0123
3000.0,Accounced,2029.0,-3.0154,-39.2664
42.0,Operating,2023.0,-5.7031,-36.1287
38.0,Operating,2023.0,-5.7032,-36.0649
29.0,Operating,2023.0,-5.6105,-36.1051
29.0,Operating,2023.0,-5.6324,-36.1107
29.0,Operating,2023.0,-5.6513,-36.1006
29.0,Operating,2023.0,-5.6759,-36.1018
29.0,Operating,2023.0,-5.6789,-36.1181
34.0,Operating,2023.0,-5.6875,-36.1244
186.0,Accounced,2024.0,-18.4829,-44.1726
36.0,Construction,2023.0,-4.7154,-37.3562
40.5,Construction,2023.0,-4.7154,-37.3562
27.0,Operating,2018.0,-8.6983,-41.6357
27.0,Operating,2018.0,-8.6538,-41.5654
27.0,Operating,2018.0,-8.6137,-41.5514
27.0,Operating,2018.0,-8.5934,-41.542
24.0,Operating,2018.0,-8.6841,-41.6237
27.0,Operating,2018.0,-8.633,-41.5608
27.0,Operating,2018.0,-8.6756,-41.6345
30.0,Operating,-1.0,-8.684,-41.5892
29.0,Operating,2021.0,-8.629,-41.5952
50.0,Operating,2022.0,-8.7646,-41.6575
50.0,Operating,2022.0,-8.8264,-41.6269
50.0,Operating,2022.0,-8.8998,-41.5911
50.0,Operating,2022.0,-8.8975,-41.5555
50.0,Operating,2022.0,-8.9155,-41.5576
50.0,Operating,2022.0,-8.8056,-41.6504
50.0,Operating,2022.0,-8.8299,-41.5908
50.0,Operating,2022.0,-8.9352,-41.6045
80.0,Construction,-1.0,-8.9001,-41.5001
396.0,Construction,-1.0,-8.9001,-41.5001
32.0,Operating,2020.0,-8.5198,-41.5584
41.0,Operating,2020.0,-8.6329,-41.4971
44.0,Operating,2020.0,-8.6671,-41.5098
30.0,Operating,2021.0,-8.7616,-41.4303
28.0,Operating,2021.0,-8.7664,-41.4087
43.0,Operating,2020.0,-8.7088,-41.5181
44.0,Operating,2021.0,-8.722,-41.4741
47.0,Operating,2021.0,-8.7159,-41.4209
30.0,Operating,2021.0,-8.7462,-41.4716
32.0,Operating,2020.0,-8.5442,-41.5751
30.0,Operating,2021.0,-8.7818,-41.452
27.0,Operating,2021.0,-8.8066,-41.4651
32.0,Operating,2020.0,-8.5764,-41.5778
32.0,Operating,2020.0,-8.6002,-41.5908
32.0,Operating,2020.0,-8.4625,-41.4451
32.0,Operating,2020.0,-8.4891,-41.4516
25.0,Operating,2020.0,-8.5306,-41.4805
32.0,Operating,2020.0,-8.5608,-41.4984
44.0,Operating,2020.0,-8.5952,-41.4795
32.0,Operating,2021.0,-8.7326,-41.559
32.0,Operating,2021.0,-8.7389,-41.3999
21.0,Operating,2014.0,-5.4215,-35.8526
16.0,Operating,2014.0,-5.3898,-35.8463
21.0,Operating,2014.0,-5.412,-35.8483
21.0,Operating,2014.0,-5.4268,-35.8534
18.0,Operating,2016.0,-6.0463,-36.5551
18.0,Operating,2016.0,-6.0754,-36.5302
26.0,Operating,2011.0,-5.1739,-36.3024
26.0,Operating,2011.0,-5.1658,-36.3192
26.0,Operating,2011.0,-5.1851,-36.361
26.0,Operating,2011.0,-5.1675,-36.407
23.0,Operating,2014.0,-4.964,-36.9147
39.0,Operating,2021.0,-5.0207,-36.9989
28.0,Operating,2021.0,-5.0127,-37.0396
20.0,Operating,2013.0,-4.9467,-36.9642
14.0,Operating,2011.0,-6.6825,-36.6333
10.0,Operating,2007.0,-6.4939,-34.9719
31.0,Operating,2014.0,-5.4308,-35.8931
26.0,Operating,2014.0,-5.4144,-35.9001
67.0,Operating,2023.0,-5.4956,-36.1908
67.0,Operating,2023.0,-5.4594,-36.1979
59.0,Operating,2023.0,-5.4398,-36.222
46.0,Operating,2023.0,-5.4841,-36.2293
34.0,Operating,2023.0,-5.4924,-36.2553
46.0,Operating,2023.0,-5.5228,-36.2767
30.0,Operating,2015.0,-10.5833,-40.6375
30.0,Operating,2016.0,-10.6286,-40.6858
30.0,Operating,2015.0,-10.5583,-40.5692
30.0,Operating,2016.0,-10.6061,-40.6545
30.0,Operating,2015.0,-10.5695,-40.6292
30.0,Operating,2016.0,-10.5583,-40.5692
31.0,Operating,2022.0,-9.8379,-41.0447
100.0,Accounced,-1.0,-11.5001,-41.3001
200.0,Accounced,-1.0,-13.0307,-42.5339
25.0,Operating,2021.0,-11.5869,-41.339
34.0,Operating,2021.0,-11.5834,-41.3568
46.0,Operating,2022.0,-11.5583,-41.3017
42.0,Operating,2022.0,-11.5306,-41.3202
42.0,Operating,2021.0,-11.508,-41.2946
46.0,Operating,2021.0,-11.4992,-41.2911
46.0,Operating,2021.0,-11.5169,-41.2801
25.0,Operating,2021.0,-11.559,-41.3301
46.0,Operating,2021.0,-11.5261,-41.3317
30.0,Operating,2018.0,-11.7606,-41.3898
28.0,Operating,2018.0,-11.5985,-41.3394
28.0,Operating,2018.0,-11.6075,-41.3157
28.0,Operating,2018.0,-11.6249,-41.3521
30.0,Operating,2018.0,-11.5874,-41.2285
28.0,Operating,2018.0,-11.5787,-41.3034
29.0,Operating,2014.0,-5.3628,-35.819
29.0,Operating,2015.0,-5.3601,-35.8355
29.0,Operating,2014.0,-5.3744,-35.8683
29.0,Operating,2014.0,-5.382,-35.8809
29.0,Operating,2014.0,-5.3437,-35.8783
30.0,Operating,2014.0,-5.3053,-35.9132
42.0,Construction,-1.0,-12.2531,-42.374
29.4,Construction,-1.0,-12.2259,-42.3779
24.0,Construction,-1.0,-5.1928,-35.6351
24.0,Construction,-1.0,-5.2026,-35.6386
24.0,Construction,-1.0,-5.2113,-35.6477
38.5,Construction,-1.0,-4.7141,-37.3715
420.0,Construction,2024.0,-12.5779,-38.0049
25.2,Construction,-1.0,-6.7606,-36.6658
25.2,Construction,-1.0,-6.7813,-36.6647
33.6,Construction,-1.0,-6.8159,-36.7239
25.2,Construction,-1.0,-6.828,-36.6458
21.0,Construction,-1.0,-6.794,-36.6753
25.2,Construction,-1.0,-6.8477,-36.6875
25.2,Construction,-1.0,-6.7406,-36.6594
25.2,Construction,-1.0,-6.7247,-36.6517
25.2,Construction,-1.0,-6.7875,-36.6705
25.2,Construction,-1.0,-6.7831,-36.7241
50.0,Operating,2023.0,-9.0044,-41.7177
50.0,Operating,2023.0,-9.0506,-41.7728
28.0,Operating,2023.0,-9.0051,-41.7274
44.0,Operating,2023.0,-9.0537,-41.7071
50.0,Operating,2023.0,-9.0738,-41.7148
50.0,Operating,2023.0,-9.0062,-41.7485
50.0,Operating,2023.0,-9.0224,-41.7501
50.0,Operating,2023.0,-9.0397,-41.7527
50.0,Operating,2023.0,-9.0526,-41.7364
50.0,Operating,2023.0,-9.0712,-41.735
50.0,Operating,2023.0,-9.0982,-41.7609
50.0,Operating,2023.0,-9.0536,-41.7733
34.0,Operating,2022.0,-8.1876,-36.751
34.0,Operating,2022.0,-8.1773,-36.7376
21.0,Operating,2022.0,-7.4856,-35.4937
23.0,Operating,2013.0,-30.4398,-50.4053
16.0,Operating,2011.0,-30.4525,-50.4227
760.0,Accounced,-1.0,-12.5779,-38.0049
24.0,Accounced,-1.0,-6.975,-36.8345
24.0,Accounced,-1.0,-6.975,-36.8345
35.0,Construction,-1.0,-6.975,-36.8345
42.0,Construction,-1.0,-6.9517,-36.8196
38.0,Construction,-1.0,-6.9333,-36.7888
42.0,Accounced,-1.0,-6.975,-36.8345
42.0,Accounced,-1.0,-6.975,-36.8345
21.0,Accounced,-1.0,-6.975,-36.8345
14.0,Accounced,-1.0,-6.975,-36.8345
24.0,Accounced,-1.0,-6.975,-36.8345
21.0,Accounced,-1.0,-6.975,-36.8345
35.0,Accounced,-1.0,-6.975,-36.8345
17.0,Accounced,-1.0,-6.975,-36.8345
33.0,Operating,2016.0,-9.8478,-41.0538
33.0,Operating,2015.0,-9.8868,-41.1203
26.0,Operating,2016.0,-9.8718,-41.0631
33.0,Operating,2015.0,-9.8497,-41.0565
33.0,Operating,2015.0,-9.8628,-41.0834
30.0,Operating,2013.0,-9.8746,-41.0957
30.0,Operating,2013.0,-9.8637,-41.1041
30.0,Operating,2013.0,-9.8863,-41.1033
25.0,Operating,2017.0,-2.9976,-39.7337
23.0,Operating,2017.0,-2.9995,-39.7316
16.0,Operating,2022.0,-9.5494,-40.8958
18.0,Operating,2008.0,-2.8262,-41.7071
22.0,Operating,2016.0,-30.2648,-50.7834
11.0,Operating,2015.0,-30.2779,-50.7978
27.0,Operating,2017.0,-30.2559,-50.7662
23.0,Construction,-1.0,-31.9849,-52.2779
21.0,Construction,-1.0,-32.0238,-52.2742
29.0,Operating,2010.0,-2.8139,-40.2738
29.0,Operating,2009.0,-4.3624,-37.8869
10.0,Operating,1999.0,-3.8708,-38.3803
3000.0,Accounced,2029.0,-21.8433,-40.9494
3000.0,Accounced,-1.0,-2.9066,-38.9909
3000.0,Accounced,-1.0,-2.9066,-38.9909
3000.0,Accounced,2029.0,-5.0861,-36.2776
2500.0,Accounced,-1.0,-6.1901,-35.0623
3000.0,Accounced,-1.0,-31.7346,-50.6296
3000.0,Accounced,-1.0,-31.7346,-50.6296
3000.0,Accounced,-1.0,-31.7346,-50.6296
3000.0,Accounced,-1.0,-31.7346,-50.6296
2500.0,Accounced,-1.0,-20.7912,-40.567
3000.0,Accounced,-1.0,-2.704,-41.5056
2960.0,Accounced,-1.0,-21.3524,-40.2324
1240.0,Accounced,-1.0,-21.1462,-40.513
26.0,Operating,2012.0,-4.5634,-37.6885
22.0,Operating,2015.0,-32.2169,-52.204
20.0,Operating,2015.0,-32.2103,-52.212
22.0,Operating,2015.0,-32.2183,-52.203
30.0,Operating,2014.0,-5.3043,-35.8692
30.0,Operating,2014.0,-5.307,-35.8887
30.0,Operating,2014.0,-5.2953,-35.8957
30.0,Operating,2014.0,-5.2981,-35.9164
30.0,Operating,2015.0,-5.2698,-35.8589
30.0,Operating,2015.0,-5.523,-35.4285
27.0,Operating,2015.0,-5.5694,-35.4473
30.0,Operating,2015.0,-5.5211,-35.469
30.0,Operating,2015.0,-5.5376,-35.4467
30.0,Operating,2015.0,-5.5778,-35.464
49.0,Operating,2006.0,-5.3097,-35.3867
63.0,Operating,2023.0,-5.778,-35.9649
63.0,Operating,2023.0,-5.8194,-35.9229
63.0,Operating,2023.0,-5.8505,-35.9419
63.0,Operating,2023.0,-5.7831,-35.9052
63.0,Operating,2023.0,-5.7592,-35.8862
67.0,Operating,2023.0,-5.7269,-35.904
63.0,Operating,2023.0,-5.7709,-35.9209
59.0,Operating,2023.0,-5.8908,-35.9608
63.0,Operating,2021.0,-5.9107,-36.1522
63.0,Operating,2021.0,-5.8694,-36.1376
63.0,Operating,2021.0,-5.8459,-36.1153
63.0,Operating,2021.0,-5.8084,-36.1023
63.0,Operating,2021.0,-5.7851,-36.0726
63.0,Operating,2021.0,-5.7617,-36.0959
63.0,Operating,2021.0,-5.7927,-36.1165
63.0,Operating,2021.0,-5.8092,-36.1496
1170.0,Accounced,-1.0,-32.2001,-52.1436
120.0,Accounced,2024.0,-30.1637,-52.4564
10.0,Operating,2008.0,-4.5358,-37.6953
25.0,Operating,2009.0,-4.1256,-38.1503
55.0,Operating,2009.0,-3.0179,-39.6741
25.0,Operating,2008.0,-3.4315,-38.962
105.0,Operating,2009.0,-2.9051,-41.0392
30.0,Operating,2014.0,-5.2432,-35.8988
30.0,Operating,2014.0,-5.2675,-35.9102
30.0,Operating,2014.0,-5.2688,-35.9036
30.0,Operating,2014.0,-5.2394,-35.9135
30.0,Operating,2014.0,-5.2597,-35.9217
30.0,Operating,2014.0,-5.2403,-35.927
32.0,Operating,2017.0,-6.8866,-36.7687
32.0,Operating,2017.0,-6.8803,-36.8172
32.0,Operating,2017.0,-6.8427,-36.7918
34.0,Operating,2022.0,-5.9137,-36.1562
29.0,Operating,2021.0,-5.8592,-36.1868
34.0,Operating,2022.0,-5.8202,-36.2378
34.0,Operating,2022.0,-5.8732,-36.2663
25.0,Operating,2021.0,-5.922,-36.2126
15.0,Operating,2017.0,-33.1331,-52.8929
15.0,Operating,2017.0,-33.1184,-52.9001
18.0,Operating,2017.0,-33.1634,-52.8937
15.0,Operating,2017.0,-33.0951,-52.8435
21.0,Operating,2017.0,-33.0839,-52.8376
27.0,Operating,2017.0,-33.0611,-52.8682
24.0,Operating,2016.0,-33.1895,-52.9301
30.0,Operating,2016.0,-33.138,-52.912
15.0,Operating,2017.0,-33.2078,-52.9297
19.0,Operating,2023.0,-5.5186,-36.2299
37.0,Construction,2023.0,-5.6474,-36.2469
43.0,Operating,2023.0,-5.5884,-36.2616
31.0,Construction,2023.0,-5.552,-36.2522
31.0,Construction,2023.0,-5.5397,-36.2298
31.0,Construction,2023.0,-5.5076,-36.2167
25.0,Construction,2023.0,-5.5757,-36.1509
43.0,Construction,2023.0,-5.5929,-36.1532
37.0,Construction,2023.0,-5.5615,-36.1774
12.0,Construction,2023.0,-5.5848,-36.2348
37.0,Construction,2023.0,-5.5833,-36.2165
56.0,Construction,2023.0,-5.5568,-36.199
25.0,Construction,2023.0,-5.5752,-36.1928
150.0,Accounced,-1.0,-12.5779,-38.0049
29.0,Operating,2017.0,-4.7654,-37.292
23.0,Operating,2017.0,-4.7458,-37.309
23.0,Operating,2017.0,-4.735,-37.3247
23.0,Operating,2017.0,-4.7789,-37.2932
14.0,Operating,2014.0,-3.2733,-39.2246
26.0,Operating,2014.0,-3.2603,-39.2483
24.0,Operating,2014.0,-3.247,-39.2502
248.0,Construction,2024.0,-6.6926,-36.6615
30.0,Operating,2016.0,-11.8567,-41.4742
30.0,Operating,2015.0,-11.8225,-41.4588
28.0,Operating,2017.0,-11.8616,-41.4161
30.0,Operating,2017.0,-11.8934,-41.4583
28.0,Operating,2018.0,-11.0681,-41.3188
28.0,Operating,2018.0,-11.0769,-41.3216
28.0,Operating,2018.0,-11.0989,-41.3158
28.0,Operating,2018.0,-11.0955,-41.3057
26.0,Operating,2018.0,-11.049,-41.3252
28.0,Operating,2018.0,-11.0566,-41.3155
28.0,Operating,2018.0,-11.0837,-41.301
28.0,Operating,2018.0,-11.0902,-41.3154
20.0,Operating,2021.0,-11.1204,-41.3242
31.0,Operating,2021.0,-11.1266,-41.3264
26.0,Operating,2021.0,-11.1328,-41.3286
31.0,Operating,2021.0,-11.1427,-41.3316
26.0,Operating,2021.0,-11.1494,-41.333
19.0,Operating,2021.0,-11.1594,-41.3361
28.0,Accounced,-1.0,-14.7681,-42.6574
32.0,Accounced,-1.0,-14.7681,-42.6574
24.0,Operating,2015.0,-8.9113,-36.7477
22.0,Operating,2015.0,-8.8954,-36.7259
22.0,Operating,2015.0,-8.9031,-36.7579
22.0,Operating,2015.0,-8.9137,-36.7298
25.0,Operating,2017.0,-8.9154,-36.7757
25.0,Operating,2017.0,-8.9208,-36.7824
46.4,Construction,-1.0,-8.9745,-36.7347
21.0,Operating,2021.0,-3.2706,-39.3963
21.0,Operating,2021.0,-3.276,-39.3513
21.0,Operating,2021.0,-3.2625,-39.3482
21.0,Operating,2021.0,-3.2202,-39.3962
21.0,Operating,2021.0,-3.2322,-39.402
17.0,Operating,2021.0,-3.2456,-39.4073
79.8,Construction,2025.0,-11.4325,-42.1374
51.3,Construction,2023.0,-5.9284,-36.3602
44.0,Construction,-1.0,-8.9543,-36.7599
42.0,Construction,-1.0,-11.4859,-42.5679
42.0,Construction,-1.0,-11.5291,-42.6236
38.5,Construction,-1.0,-7.2431,-36.8247
49.5,Construction,-1.0,-7.3479,-36.7951
38.5,Construction,-1.0,-7.2675,-36.7429
25.0,Operating,2021.0,-3.2667,-39.3299
25.0,Operating,2021.0,-3.2882,-39.3328
21.0,Operating,2021.0,-3.3044,-39.3522
17.0,Operating,2021.0,-3.3077,-39.3903
29.0,Operating,2021.0,-3.3174,-39.3695
29.0,Operating,2021.0,-3.2275,-39.3729
29.0,Operating,2021.0,-3.3157,-39.3244
29.0,Operating,2021.0,-3.338,-39.3294
30.0,Accounced,-1.0,-9.4698,-40.7957
30.0,Accounced,-1.0,-9.4698,-40.7957
30.0,Accounced,-1.0,-9.4698,-40.7957
30.0,Accounced,-1.0,-9.4698,-40.7957
3000.0,Accounced,-1.0,-31.7346,-50.6296
3000.0,Accounced,2029.0,-23.0694,-43.3939
3000.0,Accounced,2029.0,-2.9066,-38.9909
14.0,Operating,2015.0,-5.1106,-35.9279
30.0,Operating,2015.0,-5.0545,-35.9687
30.0,Operating,2015.0,-5.053,-35.9784
20.0,Operating,2015.0,-5.097,-36.0204
27.0,Operating,2017.0,-5.152,-35.6629
27.0,Operating,2017.0,-5.1282,-35.6887
27.0,Operating,2017.0,-5.1356,-35.6207
27.0,Operating,2017.0,-5.1287,-35.6538
19.0,Operating,2014.0,-3.5426,-38.8782
15.0,Operating,2014.0,-3.5287,-38.898
23.0,Operating,2014.0,-3.547,-38.8891
27.0,Operating,2023.0,-13.5964,-42.5597
18.0,Operating,2023.0,-13.6634,-42.5504
13.0,Operating,2023.0,-13.5396,-42.5762
29.0,Operating,2023.0,-13.4778,-42.578
29.0,Operating,2023.0,-13.4968,-42.5778
29.0,Operating,2023.0,-13.5622,-42.5687
21.0,Operating,2023.0,-13.6153,-42.5539
60.0,Operating,2021.0,-5.2569,-36.0575
32.0,Operating,2021.0,-5.2298,-36.1029
28.0,Operating,2021.0,-5.0922,-37.1055
19.0,Operating,2016.0,-3.2533,-39.2811
30.0,Operating,2017.0,-3.2478,-39.2901
